COUNTRY,Country,EMPSTAT,Employment status,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DEU,Germany,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1334.6,,
DEU,Germany,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1323.6,,
DEU,Germany,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1343.7,,
DEU,Germany,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1346.4,,
DEU,Germany,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1339.6,,
DEU,Germany,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1289.2,,
DEU,Germany,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1309.7,,
DEU,Germany,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1314.8,,
DEU,Germany,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1300.7,,
DEU,Germany,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1291.1,,
DEU,Germany,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1300,,
DEU,Germany,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1301.4,,
DEU,Germany,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1297.6,,
DEU,Germany,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1452,,
DEU,Germany,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1441.9,,
DEU,Germany,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1430.9,,
DEU,Germany,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1424.8,,
DEU,Germany,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1422.2,,
DEU,Germany,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1411.3,,
DEU,Germany,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1424.7,,
DEU,Germany,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1424.4,,
DEU,Germany,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1418.4,,
DEU,Germany,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1372.7,,
DEU,Germany,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1389.9,,
DEU,Germany,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1392.8,,
DEU,Germany,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1375,,
DEU,Germany,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1362.1,,
DEU,Germany,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1367.6,,
DEU,Germany,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1367.8,,
DEU,Germany,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1363.4,,
DEU,Germany,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1356,,
GRC,Greece,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1818,,
GRC,Greece,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1826,,
GRC,Greece,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1818,,
GRC,Greece,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1812,,
GRC,Greece,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1802,,
GRC,Greece,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1811,,
GRC,Greece,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1795,,
GRC,Greece,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1780,,
GRC,Greece,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1802,,
GRC,Greece,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1775,,
GRC,Greece,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1751,,
GRC,Greece,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1749,,
GRC,Greece,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1727,,
GRC,Greece,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1727,,
GRC,Greece,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1733,,
GRC,Greece,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1733,,
GRC,Greece,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1726,,
GRC,Greece,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,2108,,
GRC,Greece,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,2101,,
GRC,Greece,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,2093,,
GRC,Greece,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,2091,,
GRC,Greece,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,2083,,
GRC,Greece,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,2136,,
GRC,Greece,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,2125,,
GRC,Greece,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,2111,,
GRC,Greece,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,2106,,
GRC,Greece,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,2081,,
GRC,Greece,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,2020,,
GRC,Greece,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,2038,,
GRC,Greece,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,2055,,
GRC,Greece,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,2059,,
GRC,Greece,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,2021,,
GRC,Greece,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,2031,,
GRC,Greece,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,2030,,
GRC,Greece,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,2018,,
HUN,Hungary,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1795,,
HUN,Hungary,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1766,,
HUN,Hungary,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1766,,
HUN,Hungary,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1777,,
HUN,Hungary,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1807,,
HUN,Hungary,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1803,,
HUN,Hungary,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1799,,
HUN,Hungary,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1778,,
HUN,Hungary,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1786,,
HUN,Hungary,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1766,,
HUN,Hungary,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1818,,
HUN,Hungary,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1816,,
HUN,Hungary,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1797,,
HUN,Hungary,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1803,,
HUN,Hungary,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1809,,
HUN,Hungary,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1816,,
HUN,Hungary,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1819,,
HUN,Hungary,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1799,,
HUN,Hungary,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1845,,
HUN,Hungary,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1809,,
HUN,Hungary,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1820,,
HUN,Hungary,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1795,,
HUN,Hungary,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1802,,
HUN,Hungary,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1803,,
HUN,Hungary,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1800,,
HUN,Hungary,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1795,,
HUN,Hungary,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1798,,
HUN,Hungary,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1781,,
HUN,Hungary,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1777,,
HUN,Hungary,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1769.8,,
HUN,Hungary,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1750,,
HUN,Hungary,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1744.6,,
HUN,Hungary,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1751.6,,
HUN,Hungary,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1748.9,,
HUN,Hungary,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1759.4,,
HUN,Hungary,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1740.4,,
IRL,Ireland,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1826,,
IRL,Ireland,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1818,,
IRL,Ireland,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1800,,
IRL,Ireland,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1783,,
IRL,Ireland,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1772,,
IRL,Ireland,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1780,,
IRL,Ireland,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1776,,
IRL,Ireland,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1763,,
IRL,Ireland,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1743,,
IRL,Ireland,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1713,,
IRL,Ireland,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1702,,
IRL,Ireland,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1702,,
IRL,Ireland,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1707,,
IRL,Ireland,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1720,,
IRL,Ireland,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1731,,
IRL,Ireland,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1741,,
IRL,Ireland,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1739,,
IRL,Ireland,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1738,,
ITA,Italy,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1850.8,,
ITA,Italy,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1837.8,,
ITA,Italy,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1826.6,,
ITA,Italy,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1815.8,,
ITA,Italy,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1815.3,,
ITA,Italy,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1812.1,,
ITA,Italy,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1812.6,,
ITA,Italy,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1818.2,,
ITA,Italy,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1807,,
ITA,Italy,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1775.7,,
ITA,Italy,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1777.3,,
ITA,Italy,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1773.3,,
ITA,Italy,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1734.2,,
ITA,Italy,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1719.51,,
ITA,Italy,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1717.14,,
ITA,Italy,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1718,,
ITA,Italy,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1724.42,,
ITA,Italy,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1722.61,,
JPN,Japan,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1853,,
JPN,Japan,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1836,,
JPN,Japan,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1825,,
JPN,Japan,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1828,,
JPN,Japan,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1816,,
JPN,Japan,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1802,,
JPN,Japan,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1811,,
JPN,Japan,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1808,,
JPN,Japan,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1792,,
JPN,Japan,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1733,,
JPN,Japan,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1754,,
JPN,Japan,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1747,,
JPN,Japan,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1765,,
JPN,Japan,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1746,,
JPN,Japan,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1741,,
JPN,Japan,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1734,,
JPN,Japan,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1724,,
JPN,Japan,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1721,,
JPN,Japan,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1821,,
JPN,Japan,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1809,,
JPN,Japan,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1798,,
JPN,Japan,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1799,,
JPN,Japan,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1787,,
JPN,Japan,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1775,,
JPN,Japan,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1784,,
JPN,Japan,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1785,,
JPN,Japan,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1771,,
JPN,Japan,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1714,,
JPN,Japan,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1733,,
JPN,Japan,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1728,,
JPN,Japan,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1745,,
JPN,Japan,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1734,,
JPN,Japan,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1729,,
JPN,Japan,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1719,,
JPN,Japan,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1714,,
JPN,Japan,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1710,,
KOR,Korea,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,2120,,
KOR,Korea,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,2113,,
KOR,Korea,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,2120,,
KOR,Korea,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,2116,,
KOR,Korea,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,2092,,
KOR,Korea,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,2071,,
KOR,Korea,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,2057,,
KOR,Korea,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,2071,,
KOR,Korea,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,2052,,
KOR,Korea,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,2014,,
KOR,Korea,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,2209,,
KOR,Korea,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,2160,,
KOR,Korea,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,2146,,
KOR,Korea,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,2119,,
KOR,Korea,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,2103,,
KOR,Korea,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,2093,,
KOR,Korea,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,2067,,
KOR,Korea,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,2084,,
KOR,Korea,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,2071,,
KOR,Korea,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,2024,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1605,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1589,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1585,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1581,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1581,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1560,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1559,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1570,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1570,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1520,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1522,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1521,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1513,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1505,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1511,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1518,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1515,,
LUX,Luxembourg,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1514,,
LUX,Luxembourg,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1603,,
LUX,Luxembourg,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1585,,
LUX,Luxembourg,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1581,,
LUX,Luxembourg,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1579,,
LUX,Luxembourg,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1578,,
LUX,Luxembourg,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1550,,
LUX,Luxembourg,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1552,,
LUX,Luxembourg,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1566,,
LUX,Luxembourg,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1567,,
LUX,Luxembourg,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1517,,
LUX,Luxembourg,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1517,,
LUX,Luxembourg,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1515,,
LUX,Luxembourg,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1508,,
LUX,Luxembourg,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1503,,
LUX,Luxembourg,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1508,,
LUX,Luxembourg,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1521,,
LUX,Luxembourg,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1519,,
LUX,Luxembourg,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1518,,
MEX,Mexico,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,2359.8,,
MEX,Mexico,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,2340.7,,
MEX,Mexico,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,2330.3,,
MEX,Mexico,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,2331.2,,
MEX,Mexico,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,2339.5,,
MEX,Mexico,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,2352.9,,
MEX,Mexico,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,2350.9,,
MEX,Mexico,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,2336.8,,
MEX,Mexico,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,2343.8,,
MEX,Mexico,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,2332.4,,
MEX,Mexico,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,2337,,
MEX,Mexico,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,2328.3,,
MEX,Mexico,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,2325.4,,
MEX,Mexico,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,2334.6,,
MEX,Mexico,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,2337.3,,
MEX,Mexico,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,2347.5,,
MEX,Mexico,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,2347.8,,
MEX,Mexico,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,2348.3,,
MEX,Mexico,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,2311.2,,
MEX,Mexico,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,2285.2,,
MEX,Mexico,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,2271.2,,
MEX,Mexico,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,2276.5,,
MEX,Mexico,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,2270.6,,
MEX,Mexico,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,2289.6,,
MEX,Mexico,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,2277.8,,
MEX,Mexico,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,2259.8,,
MEX,Mexico,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,2263.7,,
MEX,Mexico,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,2254.5,,
MEX,Mexico,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,2253.5,,
MEX,Mexico,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,2247.5,,
MEX,Mexico,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,2238.6,,
MEX,Mexico,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,2244.2,,
MEX,Mexico,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,2242.2,,
MEX,Mexico,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,2248.3,,
MEX,Mexico,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,2254.6,,
MEX,Mexico,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,2257.4,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1394,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1390,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1378,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1372,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1390,,
